,count_of_size,Color1,Color2,Color3,Color4,Color5,Product_code
65,2,BLACK/GREY,NNNAVY,BBLACK,BROWN,,229022-BKGY
66,2,DARK BROWN,BBBBLACK,,,,204346-BLK
67,6,BLACK/GREY,NNNAVY,BBLACK,BROWN,,229022-BRN
68,2,BLACK/BLUE,GREY/NAVY,,,,216244-BKBL
69,5,CCHARCOAL,NNNAVY,BLACK/WHITE,TTAUPE,,216401-CHAR
70,4,CCHARCOAL,NNNAVY,KKHAKI,BBLACK,,243158-BBK
71,3,BBBBLACK,CCHOCOLATE,,,,204105-BLK
72,1,BLACK/GREY,NNNAVY,BBLACK,BROWN,,229022-NVY
73,6,BLACK/GREY,NNNAVY,BBLACK,BROWN,,229022-BBK
74,3,BBLACK,WWWHITE,OOLIVE,,,246021-WHT
75,3,TTAUPE,NAVY/ORANGE,BBLACK,GREY/RED,,216202-BBK
76,0,DARK BROWN,BBBBLACK,,,,204346-CDB
77,7,NAVY/BLACK,BLACK/ORANGE,,,,229003-BKOR
78,6,NNNAVY,,,,,229036-NVY
79,5,WHITE/RED,BLACK/TEAL,NNNAVY,,,246020-NVY
80,6,CHARCOAL/LIME,NAVY/YELLOW,BBLACK,TEAL,,246034-BBK
81,4,BBLACK,GGREY/BLACK,,,,229040-BBK
82,3,CHARCOAL/BLACK,BLACK/WHITE,NAVY/GREY,NATURAL/GREY,BBLACK,232318-BKW
83,5,BBBBLACK,NNNAVY,BBLACK,,,232455-BLK
84,7,NAVY/BLACK,BLACK/ORANGE,,,,229003-NVBK
85,5,BLACK/WHITE,WHITE BLACK,,,,232454-BKW
86,3,BLACK/WHITE,WHITE BLACK,,,,232454-WBK
87,4,BBLACK,GGREY/BLACK,,,,229040-GYBK
88,4,NAVY/BLUE,CHARCOAL/ORANGE,,,,54256ID-NVBL
89,5,BBLACK,GREY/ORANGE,NAVY/RED,OOLIVE,,229035-OLV
90,6,NNNAVY,BBLACK,,,,220338-NVY
91,5,BLACK/WHITE,NNNAVY,,,,232201-BKW
92,2,BBBBLACK,TTAUPE,,,,210432-BLK
93,2,BLACK/RED,NAVY/ORANGE,CHARCOAL/LIME,OOLIVE,,232451-CCLM
94,6,TTAUPE,BBLACK,NAVY/ORANGE,,,220359-TPE
95,3,BLACK/RED,OLIVE/ORANGE,BLACK/NAVY,CHARCOAL/BLUE,CHARCOAL/ORANGE,229021-CCOR
96,2,BLACK/RED,OLIVE/ORANGE,BLACK/NAVY,CHARCOAL/BLUE,CHARCOAL/ORANGE,229021-NVLM
97,3,BBLACK,NNNAVY,,,,229203-BBK
98,5,BLACK/RED,NAVY/ORANGE,CHARCOAL/LIME,OOLIVE,,232451-BKRD
99,3,YELLOW,BLUE/ORANGE,,,,220536-BLOR
100,3,BBLACK,NAVY/ORANGE,,,,229205-BBK
101,5,BLACK/WHITE/RED,NAVY/LIME,,,,220894-BKWR
102,4,CHARCOAL/BLACK,OLIVE/BLACK,,,,237258-OLBK
103,3,BBLACK,NNNAVY,,,,229203-NVY
104,5,BLUE/GREEN,BLACK/ORANGE,BBLACK,BLACK/MULTI,,246077-BBK
105,4,NAVY/MULTI,WHITE/MULTI,,,,220825-NVMT
106,4,BBBBLACK,,,,,204301-BLK
107,5,NAVY/RED,GREY/ORANGE,BLACK/GREY,BBLACK,,216481-NVRD
108,3,BBLACK,NAVY/ORANGE,,,,229205-NVOR
109,4,TTAUPE,NNNAVY,BBLACK,CCHARCOAL,,216126-BBK
110,4,BBLACK,GREY,BLACK/LIME,,,220223-GRY
111,1,BBLACK,CCHARCOAL,,,,204742-BBK
112,3,BLACK/GREY,WWWHITE,,,,210427-WHT
113,2,CHARCOAL/BLACK,OLIVE/BLACK,,,,237258-CCBK
114,5,BBBBLACK,NAVY/GREY,BBLACK,CHARCOAL/ORANGE,,232261-BBK
115,5,BLACK/YELLOW,GREY,BLACK/CHARCOAL,CCHARCOAL,,237301-BKCC
116,4,GREY,NAVY/ORANGE,,,,216562-GRY
117,4,NAVY/ORANGE,WHITE/MULTI,,,,220189-WMLT
118,5,BLACK/WHITE/RED,NAVY/LIME,,,,220894-NVLM
119,4,CHARCOAL/BLACK,BLACK/WHITE,NAVY/GREY,NATURAL/GREY,BBLACK,232318-NTGY
120,3,GREY/ORANGE,WHITE/GREY,NATURAL,,,220322-GYOR
121,4,BLACK/NATURAL,OLIVE/MULTI,NAVY/BLACK,OFF WHITE/GREY,,237565-OWGR
122,5,BBLACK,NAVY/LIME,,,,220503-NVLM
123,3,GREY/ORANGE,WHITE/GREY,NATURAL,,,220322-WGY
124,3,NNNAVY,BBLACK,BBBBLACK,CHARCOAL/BLACK,,232262-BBK
125,5,BLACK/YELLOW,GREY,BLACK/CHARCOAL,CCHARCOAL,,237301-CHAR
126,3,GREY/ORANGE,WHITE/GREY,NATURAL,,,220322-NAT
127,0,CAMOUFLAGE,BBLACK,,,,237308-BBK
128,3,BBBBLACK,WWHITE/LIGHT BLUE,,,,222186-WLBL
129,5,NAVY/ORANGE,WHITE/MULTI,,,,220189-NVOR
130,3,BLACK/NATURAL,OLIVE/MULTI,NAVY/BLACK,OFF WHITE/GREY,,237565-BKNT
131,5,BBBBLACK,CCHARCOAL,NNNAVY,BLUE/BLACK,,237255-NVY
132,4,BBURGUNDY,NNNAVY,,,,232450-BURG
133,5,BBBBLACK,CCHARCOAL,NNNAVY,BLUE/BLACK,,237255-BLK
134,1,BBLACK,CHARCOAL/RED,,,,237342-BBK
135,2,BBBBLACK,CCHOCOLATE,,,,204105-CHOC
136,5,CHARCOAL/LIME,NAVY/YELLOW,BBLACK,TEAL,,246034-NVYL
137,5,NNNAVY,BBLACK,,,,232516-BBK
138,5,TTAUPE,NNNAVY,,,,232665-TPE
139,1,CAMOUFLAGE,BBLACK,,,,237308-CAMO
140,5,BBBBLACK,NAVY/GREY,BBLACK,CHARCOAL/ORANGE,,232261-CCOR
141,5,BLACK/WHITE,NNNAVY,,,,232201-NVY
142,4,NNNAVY,BBLACK,BBBBLACK,CHARCOAL/BLACK,,232262-NVY
143,5,NNNAVY,BLACK/WHITE,BBLACK,BBURGUNDY,,232504-NVY
144,5,BBLACK,GREY/ORANGE,NAVY/RED,OOLIVE,,229035-BBK
145,7,NNNAVY,BLACK/GREY,,,,216136-BKGY
146,3,NAVY/BLUE,YELLOW/BLACK,,,,220540-NVBL
147,6,NNNAVY,TTAUPE,BBBBLACK,,,216267-BLK
148,5,NAVY/BLUE,CHARCOAL/ORANGE,,,,54256ID-CCOR
149,5,CCHOCOLATE,BBLACK,,,,54255ID-BBK
150,3,GREY/PINK,NAVY/LIGHT BLUE,,,,124885-NVLB
151,3,BLUE,LLIGHT BLUE,,,,172078-BLLM
152,3,PINK,PURPLE,,,,172079-PKPR
153,2,BLUE,LLIGHT BLUE,,,,172078-LTBL
154,4,BLACK/MULTI,,,,,124942-BKMT
155,3,PINK,PURPLE,,,,172079-PUR
156,5,GREY,MMAUVE,NNNAVY,,,149710-MVE
157,1,GREY/PINK,NAVY/BLUE,,,,128924-GYPK
158,1,BLACK/WHITE,MMAUVE,,,,149817-BKW
159,2,BLACK/WHITE,MMAUVE,,,,149817-MVE
160,1,GREY/PINK,NAVY/BLUE,,,,128924-NVBL
161,1,BLACK/GOLD,ROSE GOLD,,,,149591-RSGD
162,1,GREY,MMAUVE,,,,136541-GRY
163,2,BLACK/GOLD,ROSE GOLD,,,,149591-BKGD
164,2,GREY,MMAUVE,,,,136541-MVE
165,1,GREY,MMAUVE,NNNAVY,,,149710-GRY
166,1,WHITE/RED,,,,,177965-WRD
167,4,MMAUVE,TEAL,GRAY/PINK,LAVENDER,,172053-TEAL
168,1,BLACK/WHITE,MULTI,,,,177960-BKW
169,1,BLACK/RED,,,,,177964-BKRD
170,1,BLACK/RED,,,,,177967-BKRD
171,2,NNNAVY,PLUM,,,,150020-PLUM
172,2,NNNAVY,PLUM,,,,150020-NVY
173,4,BLACK/PURPLE,NAVY/BLUE,,,,130008-NVBL
174,3,MMAUVE,TEAL,GRAY/PINK,LAVENDER,,172053-MVE
175,5,SLATE,PPINK,TEAL,CCORAL,,172034-PNK
176,4,WHITE/RED/PINK,LLLIGHT PINK,WHITE,WHITE/MULTI,,155507-WRNV
177,2,PURPLE,MMAUVE,MINT,SLATE,PLUM,73690-RST
178,5,SLATE,PPINK,TEAL,CCORAL,,172034-SLT
179,3,BLACK/MULTI,WHITE,,,,177981-WMLT
180,4,LLLIGHT PINK,GGREEN,,,,177138-LTPK
181,3,NATURAL,BLACK,,,,149389-BKMT
182,4,LLLIGHT PINK,GGREEN,,,,177138-GRN
183,4,MMAUVE,TEAL,GRAY/PINK,LAVENDER,,172053-GYPK
184,2,NATURAL,BLACK,,,,149389-NTBK
185,1,MMAUVE,,,,,177421-MVE
186,2,BLACK/PINK,NAVY/LAVENDER,,,,150024-BKPK
187,2,BLACK/PINK,NAVY/LAVENDER,,,,150024-NVLV
188,5,RRUST,BBURGUNDY,TAN,NAVY/GREY,DARK TAUPE,140220-BURG
189,1,NNNAVY,ROSE,,,,140226-NVY
190,5,BLACK/WHITE,MMAUVE,LILAC,BBLACK,,140221-MVE
191,4,RRUST,BBURGUNDY,TAN,NAVY/GREY,DARK TAUPE,140220-BBK
192,1,NNNAVY,ROSE,,,,140226-ROS
193,1,NNNAVY,SAGE,,,,140235-NVY
194,1,NNNAVY,SAGE,,,,140235-SAGE
195,3,BBLACK,NNNAVY,,,,124963-BBK
196,1,LLLIGHT PINK,NNNAVY,,,,140460-NVY
197,3,GREY,PLUM,NNNAVY,,,124569-PLUM
198,5,WHITE/MULTI,,,,,172025-WMLT
199,3,GREY,PLUM,NNNAVY,,,124569-GRY
200,2,CHARCOAL/BLUE,BLACK/BURGUNDY,,,,128571-CCBL
201,1,CHARCOAL/BLUE,BLACK/BURGUNDY,,,,128571-BKBU
202,1,GOLD,,,,,140431-GLD
203,2,BBLACK,MMAUVE,NNNAVY,,,32495ID-BBK
204,1,PINK/YELLOW,NAVY/ORANGE,NAVY/PINK,,,14234ID-NVPK
205,3,BLACK/MULTI,,,,,140465-BKMT
206,5,RRUST,BBURGUNDY,TAN,NAVY/GREY,DARK TAUPE,140220-RUST
207,4,BBLACK,NNNAVY,,,,124963-NVY
208,5,BBURGUNDY,TAUPE/PINK,,,,124735-TPPK
209,4,BBLACK,TTAUPE,,,,158156-BBK
210,5,RRUST,BBURGUNDY,TAN,NAVY/GREY,DARK TAUPE,140220-TAN
211,4,NNNAVY,,,,,140459-NVY
212,4,BLACK/LIGHT PINK,NAVY/BLUE,ROSE,NATURAL/BLUE,,104251-NTBL
213,4,BLACK/LIGHT PINK,NAVY/BLUE,ROSE,NATURAL/BLUE,,104251-ROS
214,1,PLUM,MMAUVE,WHITE/PINK,ROSE,,128320-WPK
215,3,PLUM,MMAUVE,WHITE/PINK,ROSE,,128320-MVE
216,1,BLACK/WHITE,MMAUVE,LILAC,BBLACK,,140221-BBK
217,1,PLUM,MMAUVE,WHITE/PINK,ROSE,,128320-ROS
218,1,BBLACK,PURPLE,,,,119783-PUR
219,4,PURPLE,MMAUVE,MINT,SLATE,PLUM,73690-DKMV
220,1,MMAUVE,NAVY/BLUE,SAGE,CCHARCOAL,RASPBERRY,104164-SAGE
221,1,MMAUVE,NAVY/BLUE,SAGE,CCHARCOAL,RASPBERRY,104164-CHAR
222,4,ROSE,BLACK/WHITE,,,,149708-BKW
223,4,ROSE,BLACK/WHITE,,,,149708-ROS
224,4,GREY,MMAUVE,NNNAVY,,,149710-NVY
225,4,NAVY/HOT PINK,WHITE/HOT CORAL,,,,124933-NVHP
226,5,NAVY/HOT PINK,WHITE/HOT CORAL,,,,124933-WCRL
227,3,BLACK/LIGHT BLUE,GREY/LAVENDER,,,,125129-GYLV
228,3,NNNAVY,GREY,,,,149709-NVY
229,4,LIME,LAVENDER,PPINK,,,111450-PNK
230,4,WHITE BLACK,,,,,172026-WBK
231,4,LIME,LAVENDER,PPINK,,,111450-LAV
232,2,BLACK/HOT PINK,NAVY/LAVENDER,,,,124888-BKHP
233,4,LIME,LAVENDER,PPINK,,,111450-LIME
234,4,BLACK/HOT PINK,NAVY/LAVENDER,,,,124888-NVLV
235,1,BBLACK,MMAUVE,,,,111378-MVE
236,4,BLACK/PINK,,,,,128579-BKPK
237,4,GREY,PLUM,NNNAVY,,,124569-NVY
238,2,BBLACK,ROSE GOLD,,,,119293-BBK
239,4,LLLIGHT PINK,,,,,140433-LTPK
240,1,NAVY/MULTI,OFF WHITE/PINK,,,,149568-NVMT
241,4,NAVY/HOT PINK,BLACK/AQUA,,,,124524-NVHP
242,4,NAVY/HOT PINK,BLACK/AQUA,,,,124524-BKAQ
243,4,BBLACK,ROSE GOLD,,,,119293-RSGD
244,3,LIGHT MAUVE,NAVY/WHITE,GREY/PINK,,,15304ID-NVW
245,1,LLLIGHT PINK,NNNAVY,,,,124906-LTPK
246,4,NAVY/MULTI,TTAUPE,ROSE GOLD,,,119136-RSGD
247,4,NVY/SLVR,BLACK/SILVER,CHOCOLATE/MULTI,,,119649-NVSL
248,4,BBBBLACK,PPINK,,,,119571-BLK
249,2,BBLACK,MMAUVE,NNNAVY,,,32495ID-MVE
250,2,BLACK/MULTI,NAVY/MULTI,,,,128334-BKMT
251,3,BBLACK,MMAUVE,NNNAVY,,,32495ID-NVY
252,5,BBURGUNDY,TAUPE/PINK,,,,124735-BURG
253,3,BLACK/MULTI,NAVY/MULTI,,,,128334-NVMT
254,4,MMAUVE,,,,,111225-MVE
255,4,BLACK/PURPLE,NAVY/BLUE,,,,130008-BKPR
256,3,MMAUVE,,,,,111016-MVE
257,4,BBBBLACK,PPINK,,,,119571-PNK
258,4,LIGHT MAUVE,NAVY/WHITE,GREY/PINK,,,15304ID-GYPK
259,2,TTAUPE,NNNAVY,,,,100453-NVY
260,4,BLUSH,,,,,113564-BLSH
261,5,MMULTI,BLUE,,,,140435-MULT
262,4,MMULTI,BLUE,,,,140435-BLU
263,4,NNNAVY,TTAUPE,,,,119647-TPE
264,4,SLATE,MMAUVE,,,,163276-MVE
265,5,BLACK/LIGHT BLUE,LAVENDER,GREY/MINT,WHITE/HOT CORAL,PPINK,149356-WCRL
266,4,LILAC,SLATE,,,,119250-LIL
267,1,WWWHITE,,,,,155521-WHT
268,4,LILAC,SLATE,,,,119250-SLT
269,4,SLATE,MMAUVE,,,,163276-SLT
270,1,PINK/YELLOW,NAVY/ORANGE,NAVY/PINK,,,14234ID-PKYL
271,1,OFF WHITE,PINK/GOLD,BLACK/GOLD,WWHITE/GOLD,,155637-OFWT
272,5,LAVENDER/MULTI,BLACK/MULTI,,,,149814-LVMT
273,4,BLACK/PURPLE,GGREY/MULTI,BLACK/MINT,NATURAL/MULTI,,149368-BKMN
274,3,BLACK/PURPLE,GGREY/MULTI,BLACK/MINT,NATURAL/MULTI,,149368-NTMT
275,4,BLACK/LIGHT BLUE,GREY/LAVENDER,,,,125129-BKLB
276,4,NAVY/PINK,BLACK/TURQUOISE,PINK/ORANGE,TURQUOISE/LIME,,124912-BKTQ
277,4,BLACK/LIGHT BLUE,LAVENDER,GREY/MINT,WHITE/HOT CORAL,PPINK,149356-PNK
278,4,OFF WHITE,PINK/GOLD,BLACK/GOLD,WWHITE/GOLD,,155637-PKGD
279,3,BBBBLACK,GREY,NNNAVY,TTAUPE,LLLIGHT PINK,124409-TPE
280,4,LAVENDER/MULTI,BLACK/MULTI,,,,149814-BKMT
281,4,GREY/PINK,NAVY/LIGHT BLUE,,,,124885-GYPK
282,4,BBBBLACK,GREY,NNNAVY,TTAUPE,LLLIGHT PINK,124409-LTPK
283,4,NAVY/PINK,BLACK/TURQUOISE,PINK/ORANGE,TURQUOISE/LIME,,124912-NVPK
284,5,MMAUVE,NAVY/LAVENDER,,,,124554-MVE
285,4,ROSE,NNNAVY,BBURGUNDY,LLIGHT BLUE,,149684-LTBL
286,1,WHITE/RED/PINK,LLLIGHT PINK,WHITE,WHITE/MULTI,,155507-LTPK
287,1,BBBBLACK,WWWHITE,NATURAL,BBLACK,,155196-NAT
288,2,MMAUVE,NAVY/BLUE,SAGE,CCHARCOAL,RASPBERRY,104164-MVE
289,3,LLLIGHT PINK,BLACK/PINK,GREY/CORAL,BLUE/TURQUOISE,BLACK/LAVENDER,124502-BKLV
290,4,BBBBLACK,,,,,133261-BLK
291,4,WHITE/BLACK/GOLD,,,,,149494-WBGD
292,4,BBLACK,MMAUVE,,,,100360-BBK
293,3,LLLIGHT PINK,BLACK/PINK,GREY/CORAL,BLUE/TURQUOISE,BLACK/LAVENDER,124502-BLTQ
294,1,PURPLE,MMAUVE,MINT,SLATE,PLUM,73690-BLSH
295,4,BLACK/WHITE,MMAUVE,OFF WHITE,NAVY/PURPLE,,149776-NVPR
296,3,MMAUVE,NNNAVY,,,,124530-MVE
297,4,BLACK/LIGHT BLUE,LAVENDER,GREY/MINT,WHITE/HOT CORAL,PPINK,149356-SLT
298,4,MMAUVE,NNNAVY,,,,124530-NVY
299,3,BBLACK,TTAUPE,,,,158156-TPE
