,count_of_size,Color1,Color2,Color3,Color4,Color5,Product_code
1419,14, Black, Sesame, Light Orewood Brown, Light Orewood Brown, Black, DQ8031-001
1420,17, Black, Guava Ice, Jade Ice, Jade Ice, Desert Berry, FB7154-001
1421,14, Black, Luminous Green, Pale Ivory, Pale Ivory,, DM0824-003
1422,14, White, Cedar, Blue Tint, Blue Tint, Hyper Pink, FQ8895-100
1423,14, Summit White, Summit White, White, White, White, DZ3671-104
1424,7, Black, Red Stardust, Black, Black,, FJ6041-001
1425,14, Black, Black, White, White,, DH9523-002
1426,12, Black,,,,, 560845F-001
1427,12, White,,,,, 560846F-102
1428,14, Pearl Pink, Blue Tint, White, White, Celestine Blue, FD1448-664
1429,14, Pure Platinum, White, White, White, Pure Platinum, DC0774-080
1430,14, Atmosphere, White, Lucky Green, Lucky Green, Sail, DH7004-600
1431,14, Sky J French Blue, Black, White, White, White, BQ6472-414
1432,14, White, Multi-Color, Multi-Color, Multi-Color, Multi-Color, DD1503-118
1433,14, Black, Sky J French Blue, Titanium, Titanium, Black, DN3253-061
1434,14, White, Dark Plum, White, White,, 511417-136
1435,14, Celestial Gold, White, Sky J Orange, Sky J Orange, Sport Spice, DV0426-200
1436,14, Rust Pink, Cream II, White, White,, CW6536-600
1437,14, White, Summit White, Sail, Sail, White, DV7584-100
1438,14, Blue Tint, Vachetta Tan, Pearl Pink, Pearl Pink,, DZ2786-400
1439,14, Pro Green,,,,, FQ8893-397
1440,14, White, White, White, White, White, DC9486-100
1441,21, Arctic Orange, Arctic Orange,,,, DV1143-800
1442,17, Bleached Aqua, Summit White, Muslin, Muslin, White, DV1307-408
1443,14, Black, Pale Vanilla, Red Stardust, Red Stardust, Bleached Turquoise, FB9892-002
1444,14, Black, Plum Fog, Rush Pink, Rush Pink, Black, DD9285-010
1445,, Black, Black, Black, Black,, CZ0596-010
1446,14, Game Royal, Adobe, Stadium Green, Stadium Green,, DX2931-400
1447,14, Black, White, Light Violet, Light Violet,, DC3729-003
1448,14, Light Iron Ore, Pine Green, Light Iron Ore, Light Iron Ore, Muslin, DV1305-001
1449,17, White, White, Black, Black, Black, DQ8426-106
1450,14, White, White, White, White, Barely Green, DJ9946-100
1451,17, Medium Olive,,,,, FB9927-200
1452,14, Phantom,,,,, FN7105-030
1453,14, Black,,,,, BQ3207-002
1454,21, Vast Grey, Vast Grey, Worn Blue, Worn Blue,, BV1358-001
1455,18, Dark Driftwood, White, Pilgrim, Pilgrim, White, DM3494-200
1456,14, Black, Wolf Grey, Black, Black,, 942837-001
1457,24, White, Black, Phantom, Phantom, Wolf Grey, DM1124-100
1458,14, White,,,,, DH3159-100
1459,14, White,,,,, FJ9302-104
1460,24, White,,,,, DZ5485-105
1461,17, Sky J Light Olive,,,,, FD6819-300
1462,16, Sail, Sail, Sail, Sail, Sail, 432997-121
1463,17, White, Black, Black, Black, White, 553558-136
1464,17, Magic Ember, Magic Ember, Black, Black,, DX4332-800
1465,17, Tech Grey,,,,, DZ4135-002
1466,26, Medium Soft Pink, Light Bone, Black, Black, White, FQ3381-600
1467,25, Guava Ice, Phantom, Guava Ice, Guava Ice, White, DR8785-802
1468,14, Praline,,,,, FN6622-201
1469,7, Black,,,,, 314870-011
1470,24, White,,,,, 414571-171
1471,17, Sky J Purple, Black, Cement Grey, Cement Grey,, DB2889-501
1472,25, Track Red, Court Purple, Wolf Grey, Wolf Grey, Black, DR8784-600
1473,24, Black,,,,, DZ5485-042
1474,24, White, Sail,,,, CZ0790-161
1475,24, White, Barely Volt, White, White, Phantom, DO7189-100
1476,24, White, Fuchsia Dream, Black, Black, White, DM1123-100
1477,,,,,,,
1478,26, Mint Foam, Mint Foam, Black, Black, Deep Royal, DV2917-301
1479,17, Anthracite, Cement Grey, White, White,, FD6817-003
1480,24, Black,,,,, FV4145-001
1481,18, Black, Black, White, White, Thunder Blue, DX4361-002
1482,18, Gorge Green, Gorge Green, Lilac, Lilac,, DV5475-300
1483,20, Racer Blue, Racer Blue,,,, CD4382-400
1484,, Multi-Color, Multi-Color, Multi-Color, Multi-Color, Multi-Color, DX5388-900
1485,14, White, White,,,, DZ0489-100
1486,14, Anthracite, White, White, White,, DV2629-005
1487,20, Hyper Pink,,,,, CD4382-600
1488,25, Picante Red, Black, Black, Black, Picante Red, DD9304-602
1489,21, Pure Platinum, Metallic Silver, Racer Blue, Racer Blue, Sail, CD6404-006
1490,25, Black, Fierce Pink,,,, FQ8971-001
1491,25, University Red, Game Royal, White, White, Wolf Grey, DZ2946-600
1492,25, Barely Green, Guava Ice, Laser Orange, Laser Orange, Sesame, DJ5423-300
1493,19, Football Grey,,,,, FZ3620-001
1494,19, Noble Green, University Red, Cerulean, Cerulean,, 864349-302
1495,24, White, Black, Clear Emerald, Clear Emerald, Black, CZ4052-101
1496,, Deep Royal Blue, Black, Deep Royal Blue, Deep Royal Blue, Mica Green, DX5051-400
1497,14, White, Raspberry Red, White, White,, 942839-101
1498,24, Black, Black, Black, Black,, DX8733-001
1499,, Multi-Color, Multi-Color, Multi-Color, Multi-Color,, FQ7223-900
1500,21, White,,,,, CW7586-100
1501,,,,,,,
1502,, Multi-Color, Multi-Color, Multi-Color, Multi-Color, Multi-Color, DV3907-900
1503,14, Black, Black, Wheat, Wheat,, DQ5601-003
1504,, Multi-Color, Multi-Color, Multi-Color, Multi-Color, Multi-Color, FJ8893-900
1505,14, University Red, White, Black, Black, University Red, CZ5920-600
1506,14, Black, Black, Black, Black, Multi-Color, DQ1470-002
1507,, Multi-Color, Multi-Color, Multi-Color, Multi-Color, Multi-Color, FJ2253-901
1508,16, Black, Black, White, White, White, FB1362-001
1509,14, Sky J Orange, Red Stardust, Sky J Orange, Sky J Orange, Anthracite, DR9631-801
1510,,,,,,,
1511,14, Sail, Sail, Noble Red, Noble Red,, DV3282-103
1512,, Black,,,,, CW3406-004
1513,17, White,,,,, DM1206-174
1514,27, Sail, Racer Blue, White, White,, DC8753-101
1515,, Multi-Color, Multi-Color, Multi-Color, Multi-Color, Multi-Color, 314352-998
1516,21, White, Sail, Racer Blue, Racer Blue, Mint Foam, FJ0668-100
1517,, Multi-Color, Multi-Color, Multi-Color, Multi-Color, Multi-Color, CW7637-991
